City_ID,City,lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,acapulco,16.8634,-99.8901,25.9,73,40,3.6,MX,1677816446
84,grindavik,63.8424,-22.4338,3.26,100,75,2.57,IS,1677816448
85,puerto quijarro,-17.7833,-57.7667,23.41,91,100,0.82,BO,1677816449
86,tasiilaq,65.6145,-37.6368,2.09,91,98,4.03,GL,1677816450
87,komsomolskiy,40.4272,71.7189,7.4,70,10,1.03,UZ,1677816451
88,coihaique,-45.5752,-72.0662,12.97,88,73,1.54,CL,1677816451
89,parabel,58.6978,81.4825,-7.5,87,100,5.88,RU,1677816452
90,yerbogachen,61.2767,108.0108,0.75,93,100,6.66,RU,1677816453
91,mayenne,48.3333,-0.6667,0.69,93,10,3.52,FR,1677816453
92,palmer,42.1584,-72.3287,2.81,67,75,5.66,US,1677816454
93,laguna,38.421,-121.4238,11.16,60,0,2.06,US,1677816455
94,bosaso,11.2842,49.1816,24.86,73,2,2.42,SO,1677816455
95,arraial do cabo,-22.9661,-42.0278,24.4,91,57,9.01,BR,1677816456
96,busselton,-33.65,115.3333,27.74,51,0,6.02,AU,1677816458
97,mill valley,37.906,-122.545,10.18,78,70,1.79,US,1677816214
98,abha,18.2164,42.5053,11.14,66,0,0.0,SA,1677816459
99,jiuquan,39.7432,98.5174,7.76,17,0,1.61,CN,1677816460
100,avera,33.194,-82.5271,17.99,84,100,2.76,US,1677816383
101,san jorge,-31.8962,-61.8598,25.0,73,0,4.68,AR,1677816461
102,buala,-8.145,159.5921,26.91,87,100,5.16,SB,1677816462
103,mahibadhoo,3.7833,72.9667,27.52,76,86,7.31,MV,1677816462
104,bud,39.447,-86.1758,7.87,77,91,3.6,US,1677816463
105,provideniya,64.3833,-173.3,-20.94,77,100,4.0,RU,1677816464
106,kidal,18.4411,1.4078,20.69,9,0,3.62,ML,1677816465
107,jieshi,22.8134,115.8257,18.77,59,0,7.37,CN,1677816465
108,tuktoyaktuk,69.4541,-133.0374,-34.17,100,57,1.76,CA,1677816466
109,baykit,61.67,96.37,-3.11,87,90,4.91,RU,1677816466
110,carnarvon,-24.8667,113.6333,30.3,60,0,4.81,AU,1677816228
111,ryotsu,38.0833,138.4333,6.88,52,70,5.99,JP,1677816467
112,kokopo,-4.352,152.2633,28.64,75,94,6.04,PG,1677816468
113,shimoda,34.6667,138.95,8.95,59,99,3.03,JP,1677816468
114,namibe,-15.1961,12.1522,21.87,73,81,2.54,AO,1677816469
115,port alfred,-33.5906,26.891,18.99,95,3,6.5,ZA,1677816470
116,kitimat,54.0524,-128.6534,-0.86,97,100,2.97,CA,1677816470
117,zomin,39.9606,68.3958,14.79,31,100,1.81,UZ,1677816471
118,codrington,-38.2667,141.9667,17.94,53,73,7.56,AU,1677816472
119,tuatapere,-46.1333,167.6833,14.7,89,100,5.0,NZ,1677816472
120,torbay,47.6666,-52.7314,-5.79,76,20,8.75,CA,1677816201
121,road town,18.4167,-64.6167,23.05,70,0,7.69,VG,1677816473
122,sechura,-5.5569,-80.8222,25.73,68,70,6.28,PE,1677816474
123,ilulissat,69.2167,-51.1,-6.99,73,20,1.03,GL,1677816432
124,dikson,73.5069,80.5464,-27.36,100,94,5.65,RU,1677816474
125,narsaq,60.9167,-46.05,8.12,55,85,12.79,GL,1677816475
126,castro,-24.7911,-50.0119,17.67,94,100,0.28,BR,1677816476
127,haines junction,60.7522,-137.5108,-14.46,95,100,0.86,CA,1677816476
128,penzance,50.1186,-5.5371,0.38,83,4,5.01,GB,1677816391
129,gariaband,20.635,82.0614,31.3,21,0,1.3,IN,1677816477
130,georgetown,5.4112,100.3354,28.96,79,20,0.51,MY,1677816449
131,malmesbury,-33.4608,18.7271,15.99,92,29,3.07,ZA,1677816188
132,galle,6.0367,80.217,27.57,71,81,1.09,LK,1677816479
133,san policarpo,12.1791,125.5072,26.9,62,92,6.56,PH,1677816480
134,mecca,21.4267,39.8261,24.55,56,4,1.28,SA,1677816480
135,chuy,-33.6971,-53.4616,23.96,69,47,3.76,UY,1677816481
136,cayenne,4.9333,-52.3333,26.02,83,75,1.54,GF,1677816481
137,kenai,60.5544,-151.2583,-9.39,83,40,1.54,US,1677816482
138,sola,-13.8833,167.55,27.34,85,100,15.06,VU,1677816483
139,pasighat,28.0667,95.3333,26.95,31,95,1.14,IN,1677816483
140,kovylkino,54.0388,43.9139,-5.74,95,100,5.59,RU,1677816484
141,nizwa,22.9333,57.5333,21.88,39,0,0.43,OM,1677816485
142,asfi,32.2994,-9.2372,15.47,92,12,2.79,MA,1677816485
143,puerto ayora,-0.7393,-90.3518,25.31,93,83,0.76,EC,1677816486
144,nargana,9.4428,-78.5906,25.39,87,53,4.75,PA,1677816487
145,vardo,70.3705,31.1107,-0.01,93,95,6.17,NO,1677816488
146,mukhen,48.1,136.1,-4.26,84,100,2.32,RU,1677816488
147,vanderhoof,54.0166,-124.0198,-2.7,74,100,4.99,CA,1677816489
148,cidreira,-30.1811,-50.2056,24.19,87,100,5.26,BR,1677816489
149,port hedland,-20.3167,118.5667,35.03,55,93,9.26,AU,1677816490
150,norman wells,65.282,-126.8329,-24.04,97,100,3.46,CA,1677816491
151,vao,-22.6667,167.4833,25.85,84,77,8.65,NC,1677816491
152,souillac,-20.5167,57.5167,25.94,76,100,1.55,MU,1677816492
153,pathein,16.7833,94.7333,35.03,20,0,3.72,MM,1677816493
154,saint-francois,46.4154,3.9054,-4.62,93,11,1.54,FR,1677816494
155,sawakin,19.1059,37.3321,24.3,80,39,3.58,SD,1677816495
156,ust-nera,64.5667,143.2,-30.58,92,66,2.02,RU,1677816495
157,khatanga,71.9667,102.5,-13.86,95,100,4.85,RU,1677816496
158,makungu,-8.7333,35.2833,17.33,96,100,1.39,TZ,1677816496
159,khandagayty,50.7333,92.05,-12.55,89,100,1.76,RU,1677816497
160,chernyshevskiy,63.0128,112.4714,-3.57,96,100,4.3,RU,1677816498
161,san jose,37.3394,-121.895,9.66,73,75,3.6,US,1677816740
162,salalah,17.0151,54.0924,23.05,43,0,1.03,OM,1677816231
163,porto santo,33.072,-16.3415,15.21,94,20,2.06,PT,1677816500
164,lilongwe,-13.9669,33.7873,17.9,97,100,1.09,MW,1677816501
165,dicabisagan,17.0818,122.4157,22.71,82,90,4.7,PH,1677816501
166,port keats,-14.25,129.55,29.03,65,43,5.99,AU,1677816502
167,pinega,64.7001,43.3936,-23.91,100,100,0.33,RU,1677816502
168,yumen,40.2833,97.2,7.93,15,0,2.47,CN,1677816503
169,grants,35.1473,-107.8514,-0.87,69,0,2.57,US,1677816504
170,nemuro,43.3236,145.575,-0.41,72,31,3.94,JP,1677816504
171,leningradskiy,69.3833,178.4167,-27.82,92,100,2.68,RU,1677816505
172,kavieng,-2.5744,150.7967,27.99,78,94,5.94,PG,1677816506
173,serowe,-22.3833,26.7167,16.82,89,1,2.56,BW,1677816265
174,labuhan,-6.8844,112.2051,28.89,68,81,2.38,ID,1677816507
175,vaini,-21.2,-175.2,28.09,89,75,7.2,TO,1677816507
176,vikulovo,56.8167,70.6107,-12.48,94,86,5.07,RU,1677816508
177,severo-kurilsk,50.6789,156.125,-4.77,90,100,12.6,RU,1677816509
178,mananjary,-21.2167,48.3333,24.19,89,94,1.76,MG,1677816509
179,fonte boa,-2.4959,-66.2662,22.94,98,47,1.27,BR,1677816510
180,christchurch,-43.5333,172.6333,21.64,80,75,4.12,NZ,1677816350
181,berlevag,70.8578,29.0864,1.0,86,20,5.14,NO,1677816511
182,snezhnogorsk,69.1933,33.2531,-6.12,97,99,2.93,RU,1677816511
183,ambilobe,-13.2,49.05,23.82,92,77,0.71,MG,1677816512
184,victoria,22.2855,114.1577,22.2,44,50,3.58,HK,1677816411
185,rzhev,56.2624,34.3282,-2.62,92,100,5.94,RU,1677816513
186,talaya,61.3833,152.75,-31.31,86,36,0.81,RU,1677816513
187,kamaishi,39.2667,141.8833,5.3,65,100,4.69,JP,1677816514
188,san patricio,28.017,-97.5169,23.97,28,39,10.79,US,1677816515
189,santa fe,-31.6333,-60.7,26.11,69,20,2.24,AR,1677816410
190,villazon,-22.0866,-65.5942,9.28,77,23,4.39,BO,1677816516
191,verkhneyarkeyevo,55.4505,54.3145,-13.9,96,91,3.41,RU,1677816517
192,tera,14.0078,0.7531,24.47,13,2,4.94,NE,1677816293
193,san felipe,10.3399,-68.7425,21.88,96,97,1.94,VE,1677816518
194,ancud,-41.8697,-73.8203,14.36,89,100,2.83,CL,1677816518
195,ha tinh,18.3333,105.9,22.39,69,56,2.11,VN,1677816519
196,port augusta,-32.5,137.7667,28.46,28,0,3.02,AU,1677816520
197,ketchikan,55.3422,-131.6461,0.99,93,75,2.06,US,1677816520
198,naze,28.3667,129.4833,14.15,56,68,4.94,JP,1677816521
199,saint george,37.1041,-113.5841,6.08,52,0,1.54,US,1677816351
200,longyearbyen,78.2186,15.6401,-9.09,92,100,15.43,SJ,1677816522
201,dubuque,42.4833,-90.8668,0.68,75,0,3.09,US,1677816522
202,coahuayana,18.7333,-103.6833,20.52,83,55,0.99,MX,1677816523
203,aklavik,68.2191,-135.0107,-34.89,100,68,2.2,CA,1677816524
204,tessalit,20.1986,1.0114,19.14,13,0,1.39,ML,1677816524
205,sumbe,-11.2061,13.8437,23.51,81,40,2.7,AO,1677816525
206,terrace,54.5163,-128.6035,-3.78,98,93,1.29,CA,1677816525
207,mount isa,-20.7333,139.5,21.87,94,100,3.6,AU,1677816526
208,umm lajj,25.0213,37.2685,24.3,49,0,1.55,SA,1677816527
209,oistins,13.0667,-59.5333,24.05,83,40,9.26,BB,1677816527
210,tocache,-8.1842,-76.5125,21.28,96,97,0.47,PE,1677816528
211,dhidhdhoo,6.8833,73.1,27.24,69,20,5.5,MV,1677816528
212,kangaatsiaq,68.3065,-53.4641,-16.13,89,39,3.6,GL,1677816529
213,siyabuswa,-25.1132,29.0445,17.22,83,0,1.33,ZA,1677816530
214,mount pleasant,32.7941,-79.8626,19.08,95,0,2.06,US,1677816274
215,santa isabel do rio negro,-0.4139,-65.0192,22.89,96,88,1.33,BR,1677816531
216,airai,-8.9266,125.4092,21.32,68,98,2.06,TL,1677816531
217,grand gaube,-20.0064,57.6608,27.43,71,100,0.89,MU,1677816532
218,thompson,55.7435,-97.8558,-14.67,98,97,1.67,CA,1677816533
219,cherskiy,68.75,161.3,-29.64,93,100,2.27,RU,1677816533
220,vazante,-17.9869,-46.9078,20.09,89,24,1.48,BR,1677816534
221,jiayuguan,39.8167,98.3,7.08,15,0,1.35,CN,1677816534
222,ahipara,-35.1667,173.1667,21.43,66,97,2.83,NZ,1677816535
223,sibu,2.3,111.8167,30.82,67,99,1.14,MY,1677816535
224,santa maria da vitoria,-13.3947,-44.1886,21.71,78,39,0.62,BR,1677816536
225,seymchan,62.8833,152.4333,-30.87,86,69,1.3,RU,1677816249
226,kambove,-10.8764,26.5969,14.54,97,92,1.1,CD,1677816537
227,sembe,1.6481,14.5806,21.97,86,94,0.97,CG,1677816538
228,pecos,31.4229,-103.4932,9.46,29,21,12.35,US,1677816456
229,nishihara,26.1842,127.7558,17.6,52,75,6.17,JP,1677816539
230,westport,41.1415,-73.3579,5.99,69,0,4.63,US,1677816409
231,singaraja,-8.112,115.0882,28.04,71,100,0.67,ID,1677816540
232,nanortalik,60.1432,-45.2371,2.85,78,78,11.8,GL,1677816540
233,tigil,57.8,158.6667,-13.08,86,57,5.1,RU,1677816541
234,vallenar,-28.5708,-70.7581,18.75,75,4,0.74,CL,1677816541
235,kununurra,-15.7667,128.7333,32.99,46,40,3.6,AU,1677816542
236,ngunguru,-35.6167,174.5,20.72,58,100,2.95,NZ,1677816543
237,nuevo progreso,23.1667,-97.95,23.83,65,56,1.34,MX,1677816544
238,pisco,-13.7,-76.2167,23.03,73,0,2.57,PE,1677816545
239,truro,50.2653,-5.0544,2.6,80,5,3.6,GB,1677816299
240,omboue,-1.5746,9.2618,25.22,88,99,2.18,GA,1677816546
241,porto empedocle,37.2934,13.5264,9.66,85,100,3.98,IT,1677816546
242,brae,60.3964,-1.353,5.21,77,23,6.33,GB,1677816547
243,bilibino,68.0546,166.4372,-30.21,93,100,1.02,RU,1677816548
244,marsh harbour,26.5412,-77.0636,23.68,73,87,4.43,BS,1677816548
245,kaili,-3.4626,120.2147,24.1,82,88,1.05,ID,1677816549
246,rawson,-43.3002,-65.1023,21.65,47,92,2.04,AR,1677816549
247,biak,-0.9131,122.8766,29.19,65,43,1.17,ID,1677816550
248,lavrentiya,65.5833,-171.0,-29.59,95,31,0.95,RU,1677816551
249,wokha,26.1,94.2667,20.92,27,0,1.47,IN,1677816551
250,pimentel,-6.8367,-79.9342,24.16,78,0,6.17,PE,1677816552
251,padang,-0.9492,100.3543,28.03,83,100,1.73,ID,1677816552
252,raton,36.9034,-104.4391,-3.66,74,0,1.54,US,1677816259
253,ca mau,9.1769,105.15,31.62,44,87,4.41,VN,1677816553
254,barrow,71.2906,-156.7887,-27.99,76,0,3.6,US,1677816554
255,abbeville,50.1,1.8333,2.98,94,0,3.23,FR,1677816555
256,shenjiamen,29.9576,122.298,8.85,55,3,2.63,CN,1677816555
257,tambura,5.6,27.4667,20.38,87,60,1.74,SS,1677816556
258,ostrovnoy,68.0531,39.5131,-14.03,98,92,3.19,RU,1677816557
259,east london,-33.0153,27.9116,21.9,82,10,6.57,ZA,1677816558
260,gornopravdinsk,60.05,69.9,-11.3,94,100,2.94,RU,1677816558
261,vandoeuvre-les-nancy,48.65,6.1833,3.21,97,100,1.54,FR,1677816324
262,galveston,29.3669,-94.9669,24.06,88,100,8.75,US,1677816559
263,san quintin,30.4833,-115.95,11.83,70,0,3.57,MX,1677816560
264,mahebourg,-20.4081,57.7,27.36,78,100,2.06,MU,1677816560
265,cubuk,40.2386,33.0322,7.65,87,75,2.06,TR,1677816561
266,hofn,64.2539,-15.2082,3.99,67,6,5.19,IS,1677816561
267,karasburg,-28.0167,18.75,17.49,61,5,1.62,NA,1677816562
268,henties bay,-22.116,14.2845,16.41,93,26,1.9,NA,1677816563
269,witney,51.7836,-1.4854,4.13,79,100,4.63,GB,1677816563
270,amapa,1.0,-52.0,21.64,99,97,1.1,BR,1677816564
271,hervey bay,-25.2986,152.8535,28.34,64,92,7.09,AU,1677816565
272,upata,8.0086,-62.3989,22.88,88,55,2.6,VE,1677816566
273,hobyo,5.3505,48.5268,26.56,69,63,8.92,SO,1677816566
274,alice springs,-23.7,133.8833,31.75,40,1,7.2,AU,1677816567
275,kobyzhcha,50.8285,31.5044,0.47,86,100,3.92,UA,1677816568
276,le port,-20.9373,55.2919,28.83,70,100,3.63,RE,1677816568
277,udachnyy,66.4167,112.4,-10.86,78,100,6.97,RU,1677816569
278,kaitangata,-46.2817,169.8464,17.84,67,28,5.3,NZ,1677816570
279,tezu,27.9167,96.1667,28.16,23,56,1.69,IN,1677816571
280,asau,46.4333,26.4,-4.29,90,10,1.17,RO,1677816571
281,sabang,5.8933,95.3214,27.74,71,100,6.81,ID,1677816572
282,isangel,-19.55,169.2667,26.95,87,100,9.93,VU,1677816573
283,inhambane,-23.865,35.3833,24.41,90,40,7.65,MZ,1677816574
284,morro bay,35.3658,-120.8499,10.51,79,11,1.34,US,1677816575
285,poum,-20.2333,164.0167,27.48,82,100,11.37,NC,1677816575
286,walvis bay,-22.9575,14.5053,17.27,94,3,2.19,NA,1677816576
287,hvide sande,56.0045,8.1294,2.83,86,57,5.52,DK,1677816577
288,nabire,-3.3667,135.4833,25.45,81,100,1.21,ID,1677816578
289,ati,13.2154,18.3353,23.85,13,7,4.41,TD,1677816578
290,talnakh,69.4865,88.3972,-9.08,95,100,4.1,RU,1677816579
291,libourne,44.9167,-0.25,4.28,79,100,1.12,FR,1677816579
292,praia,14.9215,-23.5087,22.3,56,0,6.69,CV,1677816580
293,haverfordwest,51.8017,-4.9691,1.77,88,0,3.09,GB,1677816581
294,mount gambier,-37.8333,140.7667,20.3,45,66,5.83,AU,1677816581
295,bima,-8.4667,118.7167,24.55,93,100,1.73,ID,1677816582
296,port macquarie,-31.4333,152.9167,26.61,57,34,4.83,AU,1677816582
297,lagoa,39.05,-27.9833,14.67,74,100,6.2,PT,1677816583
298,broome,42.2506,-75.833,2.05,79,100,3.09,US,1677816583
299,champerico,14.3,-91.9167,25.36,76,0,3.62,GT,1677816584
300,truth or consequences,33.1284,-107.2528,6.75,47,0,9.26,US,1677816390
301,guerrero negro,27.9769,-114.0611,13.22,66,0,7.17,MX,1677816585
302,tarbes,43.25,0.1667,3.6,87,100,2.57,FR,1677816586
303,grenaa,56.4158,10.8783,0.33,89,31,3.55,DK,1677816586
304,qaanaaq,77.484,-69.3632,-28.36,70,0,3.92,GL,1677816587
305,roseburg,43.2165,-123.3417,4.06,90,75,0.0,US,1677816587
306,calvinia,-31.4707,19.776,16.77,69,25,2.0,ZA,1677816588
307,miles city,46.4083,-105.8406,1.54,60,0,3.09,US,1677816412
308,axim,4.8699,-2.2405,26.37,88,100,2.96,GH,1677816589
309,mamallapuram,12.6264,80.1722,27.03,56,62,2.65,IN,1677816590
310,ciudad bolivar,8.1222,-63.5497,25.39,69,89,5.84,VE,1677816590
311,capim grosso,-11.3811,-40.0128,21.79,85,6,1.96,BR,1677816591
312,shitkino,56.3703,98.3543,1.8,96,100,2.89,RU,1677816592
313,bambous virieux,-20.3428,57.7575,27.34,77,100,1.94,MU,1677816592
314,otuzco,-7.9,-78.5833,11.0,88,100,0.46,PE,1677816593
315,clyde river,70.4692,-68.5914,-27.87,63,75,7.2,CA,1677816594
316,ust-ilimsk,58.0006,102.6619,2.18,85,100,5.68,RU,1677816594
317,capreol,46.706,-80.9225,-21.39,100,27,1.51,CA,1677816595
318,najran,17.4924,44.1277,17.0,50,2,1.58,SA,1677816412
319,abdulino,53.7,53.6667,-12.63,96,99,3.64,RU,1677816596
320,agadez,19.75,10.25,22.08,11,0,3.85,NE,1677816596
321,jacareacanga,-6.2222,-57.7528,22.94,99,100,1.04,BR,1677816597
322,chiang klang,19.2938,100.8617,31.7,30,0,1.63,TH,1677816598
323,ankang,32.68,109.0172,17.74,41,1,2.3,CN,1677816598
324,manohar thana,24.24,76.8018,27.84,22,0,2.41,IN,1677816599
325,katsuura,35.1333,140.3,9.61,48,67,3.01,JP,1677816559
326,gudari,19.35,83.7833,32.49,22,0,0.58,IN,1677816600
327,puerto narino,-3.7703,-70.3831,23.2,98,99,1.11,CO,1677816600
328,lompoc,34.6391,-120.4579,8.77,79,0,8.49,US,1677816601
329,tabuk,17.4189,121.4443,21.52,81,99,2.79,PH,1677816602
330,azul,-36.777,-59.8585,17.91,81,4,2.85,AR,1677816603
331,vostok,46.4856,135.8833,-5.82,84,100,3.05,RU,1677816604
332,sitka,57.0531,-135.33,1.94,75,100,4.63,US,1677816605
333,batagay-alyta,67.8006,130.4114,-29.1,75,18,1.54,RU,1677816605
334,esmeraldas,-19.7625,-44.3139,23.48,92,92,1.54,BR,1677816607
335,gravelbourg,49.8834,-106.5512,-2.72,78,6,6.33,CA,1677816608
336,pacific grove,36.6177,-121.9166,9.25,82,75,3.58,US,1677816540
337,riyadh,24.6877,46.7219,16.08,26,0,4.16,SA,1677816426
338,miyako,39.6367,141.9525,6.18,49,100,3.58,JP,1677816610
339,huarmey,-10.0681,-78.1522,23.32,82,100,3.23,PE,1677816610
340,general roca,-39.0333,-67.5833,24.23,24,31,5.22,AR,1677816611
341,huancavelica,-12.7667,-74.9833,3.88,91,76,1.09,PE,1677816599
342,salinas,36.6777,-121.6555,9.48,80,0,3.09,US,1677816546
343,hauterive,46.0901,3.4459,3.42,93,22,1.1,FR,1677816612
344,zinder,13.8072,8.9881,23.94,15,31,4.48,NE,1677816613
345,tiarei,-17.5333,-149.3333,29.01,78,8,3.23,PF,1677816614
346,traverse city,44.7631,-85.6206,-2.96,92,0,0.0,US,1677816615
347,tokur,53.1333,132.9,-11.34,75,99,1.29,RU,1677816615
348,zhovtneve,50.6637,24.2492,-0.92,87,25,2.22,UA,1677816616
349,eyl,7.9803,49.8164,24.98,71,60,6.74,SO,1677816617
350,linxia,35.6003,103.2064,5.26,33,0,0.71,CN,1677816618
351,namie,37.4833,141.0,10.55,41,51,1.3,JP,1677816619
352,constitucion,-35.3333,-72.4167,14.97,81,3,3.16,CL,1677816619
353,bafra,41.5678,35.9069,7.65,90,100,4.31,TR,1677816620
354,callaway,30.153,-85.5699,22.22,95,100,7.72,US,1677816382
355,mocuba,-16.8392,36.9856,22.06,96,100,1.76,MZ,1677816622
356,kerrville,30.0474,-99.1403,14.12,34,100,7.72,US,1677816622
357,arlit,18.7369,7.3853,21.78,8,0,3.19,NE,1677816623
358,eydhafushi,5.1033,73.0708,27.36,76,46,7.67,MV,1677816624
359,bria,6.5423,21.9863,19.82,84,98,1.74,CF,1677816625
360,vila franca do campo,37.7167,-25.4333,17.23,98,100,3.8,PT,1677816626
361,gol,60.7014,8.9457,-6.79,85,100,1.9,NO,1677816626
362,ust-kuyga,70.0167,135.6,-33.52,93,85,3.83,RU,1677816627
363,xilagani,40.9833,25.4167,7.16,78,99,2.24,GR,1677816628
364,tarime,-1.35,34.3667,17.16,91,88,1.78,TZ,1677816628
365,zaraza,9.3503,-65.3245,24.1,81,79,2.71,VE,1677816629
366,baker city,44.7749,-117.8344,-2.42,98,100,0.0,US,1677816518
367,pechenga,69.5259,31.1703,-4.52,99,100,2.42,RU,1677816630
